Model,Station,Horizon,MAE,RMSE,R2,MBE,IA
C2_CNN_LSTM_pfxf,MzLegZegrzyn,12,4.9436,7.7944,0.545,1.1656,0.8718
C2_CNN_LSTM_pfxf,MzLegZegrzyn,13,4.959,7.8374,0.5406,1.1421,0.8692
C2_CNN_LSTM_pfxf,MzLegZegrzyn,14,4.8614,7.7062,0.5567,0.8938,0.8696
C2_CNN_LSTM_pfxf,MzLegZegrzyn,15,4.8502,7.6703,0.5621,0.8932,0.8701
C2_CNN_LSTM_pfxf,MzLegZegrzyn,16,5.0235,7.8401,0.5424,1.3172,0.8685
C2_CNN_LSTM_pfxf,MzLegZegrzyn,17,5.2726,8.165,0.5038,1.8983,0.8632
C2_CNN_LSTM_pfxf,MzLegZegrzyn,18,5.0775,7.9106,0.5349,1.4707,0.8657
C2_CNN_LSTM_pfxf,MzLegZegrzyn,19,5.2022,8.0983,0.5159,1.7459,0.8628
C2_CNN_LSTM_pfxf,MzLegZegrzyn,20,5.237,8.1115,0.5155,1.8401,0.8625
C2_CNN_LSTM_pfxf,MzLegZegrzyn,21,5.2456,8.1253,0.5162,1.8213,0.862
C2_CNN_LSTM_pfxf,MzLegZegrzyn,22,5.2207,8.1297,0.5162,1.7877,0.8603
C2_CNN_LSTM_pfxf,MzLegZegrzyn,23,5.2678,8.1737,0.5114,1.9063,0.8615
C2_CNN_LSTM_pfxf,MzLegZegrzyn,24,5.3402,8.2627,0.5016,2.0827,0.8613
C3_GNN_LSTM_pfxf,MzLegZegrzyn,1,3.6398,6.5178,0.706,-1.0784,0.8894
C3_GNN_LSTM_pfxf,MzLegZegrzyn,2,3.9859,6.9882,0.6595,-0.8967,0.8695
C3_GNN_LSTM_pfxf,MzLegZegrzyn,3,4.3232,7.4992,0.6065,-0.9271,0.8425
C3_GNN_LSTM_pfxf,MzLegZegrzyn,4,4.5977,7.8127,0.5706,-0.6884,0.8256
C3_GNN_LSTM_pfxf,MzLegZegrzyn,5,4.7912,7.9158,0.5569,-0.3867,0.8199
C3_GNN_LSTM_pfxf,MzLegZegrzyn,6,4.9543,8.0568,0.5399,-0.1498,0.814
C3_GNN_LSTM_pfxf,MzLegZegrzyn,7,5.0905,8.114,0.5293,0.0922,0.8135
C3_GNN_LSTM_pfxf,MzLegZegrzyn,8,5.1591,8.136,0.5221,0.1898,0.8147
C3_GNN_LSTM_pfxf,MzLegZegrzyn,9,5.2273,8.1921,0.5143,0.3599,0.8163
C3_GNN_LSTM_pfxf,MzLegZegrzyn,10,5.1541,8.2675,0.508,0.0274,0.8095
C3_GNN_LSTM_pfxf,MzLegZegrzyn,11,5.0749,8.2925,0.5048,-0.235,0.8056
C3_GNN_LSTM_pfxf,MzLegZegrzyn,12,5.0928,8.3492,0.4997,-0.2803,0.8024
C3_GNN_LSTM_pfxf,MzLegZegrzyn,13,5.0412,8.2909,0.505,-0.4617,0.8016
C3_GNN_LSTM_pfxf,MzLegZegrzyn,14,4.9824,8.1755,0.5196,-0.6879,0.8067
C3_GNN_LSTM_pfxf,MzLegZegrzyn,15,4.9268,8.1242,0.5256,-0.8463,0.8071
C3_GNN_LSTM_pfxf,MzLegZegrzyn,16,4.9095,8.0189,0.5385,-0.6762,0.8173
C3_GNN_LSTM_pfxf,MzLegZegrzyn,17,4.8662,7.865,0.5552,-0.5923,0.8248
C3_GNN_LSTM_pfxf,MzLegZegrzyn,18,4.8035,7.7348,0.57,-0.5802,0.832
C3_GNN_LSTM_pfxf,MzLegZegrzyn,19,4.8057,7.6277,0.5839,-0.2364,0.8428
C3_GNN_LSTM_pfxf,MzLegZegrzyn,20,4.7738,7.6657,0.5803,-0.3934,0.8386
C3_GNN_LSTM_pfxf,MzLegZegrzyn,21,4.7392,7.7307,0.5746,-0.5806,0.8342
C3_GNN_LSTM_pfxf,MzLegZegrzyn,22,4.7407,7.6906,0.5796,-0.3628,0.8402
C3_GNN_LSTM_pfxf,MzLegZegrzyn,23,4.7863,7.7364,0.5749,-0.2372,0.8396
C3_GNN_LSTM_pfxf,MzLegZegrzyn,24,4.8303,7.7879,0.57,-0.1902,0.8356
C3_Stacking_pfxf,MzLegZegrzyn,1,1.9615,3.838,0.8929,0.405,0.9719
C3_Stacking_pfxf,MzLegZegrzyn,2,3.1238,5.2674,0.7979,1.0433,0.9452
C3_Stacking_pfxf,MzLegZegrzyn,3,3.9612,6.2091,0.7191,1.5203,0.9221
C3_Stacking_pfxf,MzLegZegrzyn,4,4.6102,6.9605,0.6463,1.9302,0.8992
C3_Stacking_pfxf,MzLegZegrzyn,5,5.144,7.4849,0.5899,2.406,0.8833
C3_Stacking_pfxf,MzLegZegrzyn,6,5.5171,7.8831,0.5452,2.7041,0.8682
C3_Stacking_pfxf,MzLegZegrzyn,7,5.9455,8.3585,0.4872,3.0905,0.8535
C3_Stacking_pfxf,MzLegZegrzyn,8,6.1434,8.5348,0.4649,3.2254,0.8452
C3_Stacking_pfxf,MzLegZegrzyn,9,6.2854,8.6778,0.4484,3.2998,0.8363
C3_Stacking_pfxf,MzLegZegrzyn,10,6.5735,8.9656,0.4121,3.6446,0.8303
C3_Stacking_pfxf,MzLegZegrzyn,11,6.7291,9.167,0.3867,3.7574,0.8199
C3_Stacking_pfxf,MzLegZegrzyn,12,6.885,9.2921,0.3724,3.9016,0.817
C3_Stacking_pfxf,MzLegZegrzyn,13,6.9529,9.3927,0.3596,3.937,0.8131
C3_Stacking_pfxf,MzLegZegrzyn,14,6.9715,9.4074,0.3591,3.9792,0.8089
C3_Stacking_pfxf,MzLegZegrzyn,15,7.1218,9.5527,0.3413,4.2201,0.8091
C3_Stacking_pfxf,MzLegZegrzyn,16,7.0488,9.4341,0.3576,4.0717,0.809
C3_Stacking_pfxf,MzLegZegrzyn,17,7.1568,9.6113,0.3337,4.2251,0.8044
C3_Stacking_pfxf,MzLegZegrzyn,18,7.0761,9.5596,0.3386,4.0529,0.7981
C3_Stacking_pfxf,MzLegZegrzyn,19,7.1574,9.6549,0.3261,4.233,0.7999
C3_Stacking_pfxf,MzLegZegrzyn,20,7.1273,9.6294,0.3303,4.1742,0.8008
C3_Stacking_pfxf,MzLegZegrzyn,21,7.001,9.4588,0.3552,4.0413,0.8064
C3_Stacking_pfxf,MzLegZegrzyn,22,6.9184,9.3496,0.3696,3.9206,0.8102
C3_Stacking_pfxf,MzLegZegrzyn,23,6.8744,9.3306,0.372,3.8364,0.8092
C3_Stacking_pfxf,MzLegZegrzyn,24,6.8921,9.3621,0.3678,3.879,0.8091
C1_XGBoost_pfxf,MzPiasPulask,1,1.4743,2.7615,0.9213,-0.1314,0.9793
C1_HGB_pfxf,MzPiasPulask,1,1.5091,2.792,0.9196,-0.1255,0.9789
C1_XGBoost_pfxf,MzPiasPulask,2,2.2736,3.9062,0.8425,-0.0707,0.9575
C1_HGB_pfxf,MzPiasPulask,2,2.2946,3.9364,0.8401,-0.089,0.957
C1_XGBoost_pfxf,MzPiasPulask,3,2.7448,4.577,0.7829,0.0208,0.9406
C1_HGB_pfxf,MzPiasPulask,3,2.7554,4.5306,0.7873,-0.0071,0.9415
C1_XGBoost_pfxf,MzPiasPulask,4,3.0358,4.9487,0.7448,0.0588,0.9285
C1_HGB_pfxf,MzPiasPulask,4,3.0909,5.0019,0.7393,0.1434,0.9282
C1_XGBoost_pfxf,MzPiasPulask,5,3.2467,5.2493,0.7111,0.1436,0.9184
C1_HGB_pfxf,MzPiasPulask,5,3.3548,5.4037,0.6939,0.2911,0.9154
C1_XGBoost_pfxf,MzPiasPulask,6,3.442,5.5125,0.6794,0.1976,0.9089
C1_HGB_pfxf,MzPiasPulask,6,3.5146,5.6236,0.6663,0.3496,0.907
C1_XGBoost_pfxf,MzPiasPulask,7,3.5997,5.734,0.6539,0.2716,0.9011
C1_HGB_pfxf,MzPiasPulask,7,3.6693,5.8289,0.6424,0.3812,0.8992
C1_XGBoost_pfxf,MzPiasPulask,8,3.749,5.9897,0.6236,0.3856,0.8933
C1_HGB_pfxf,MzPiasPulask,8,3.8172,6.0777,0.6125,0.5286,0.8913
C1_XGBoost_pfxf,MzPiasPulask,9,3.8365,6.0929,0.6103,0.5509,0.8911
C1_HGB_pfxf,MzPiasPulask,9,3.9282,6.2404,0.5912,0.6901,0.8874
C1_XGBoost_pfxf,MzPiasPulask,10,3.9902,6.3346,0.579,0.8202,0.8833
C1_HGB_pfxf,MzPiasPulask,10,4.1077,6.4859,0.5587,0.896,0.8796
C1_XGBoost_pfxf,MzPiasPulask,11,4.0235,6.3845,0.5734,0.803,0.881
C1_HGB_pfxf,MzPiasPulask,11,4.1395,6.4976,0.5582,0.9227,0.8783
C1_XGBoost_pfxf,MzPiasPulask,12,4.0742,6.4142,0.5709,0.8092,0.8777
C1_HGB_pfxf,MzPiasPulask,12,4.1849,6.5877,0.5474,0.9104,0.8739
C1_XGBoost_pfxf,MzPiasPulask,13,4.1154,6.4882,0.5622,0.8238,0.8758
C1_HGB_pfxf,MzPiasPulask,13,4.2217,6.6222,0.544,0.856,0.8716
C1_XGBoost_pfxf,MzPiasPulask,14,4.2042,6.6515,0.5411,0.8702,0.8704
C1_HGB_pfxf,MzPiasPulask,14,4.2828,6.7601,0.526,0.9539,0.8683
C1_XGBoost_pfxf,MzPiasPulask,15,4.278,6.8045,0.5201,0.9807,0.8657
C1_HGB_pfxf,MzPiasPulask,15,4.3219,6.8572,0.5127,1.0239,0.8654
C1_XGBoost_pfxf,MzPiasPulask,16,4.3042,6.8465,0.5143,1.0397,0.8649
C1_HGB_pfxf,MzPiasPulask,16,4.3477,6.7978,0.5212,1.122,0.8662
C1_XGBoost_pfxf,MzPiasPulask,17,4.3057,6.8156,0.5189,1.0451,0.866
C1_HGB_pfxf,MzPiasPulask,17,4.3017,6.7034,0.5346,1.1518,0.8694
C1_XGBoost_pfxf,MzPiasPulask,18,4.3483,6.8715,0.511,1.1474,0.8652
C1_HGB_pfxf,MzPiasPulask,18,4.3658,6.861,0.5125,1.1578,0.8652
C1_XGBoost_pfxf,MzPiasPulask,19,4.3317,6.7921,0.5225,0.9634,0.862
C1_HGB_pfxf,MzPiasPulask,19,4.3795,6.8461,0.5149,1.1317,0.8645
C1_XGBoost_pfxf,MzPiasPulask,20,4.3224,6.768,0.526,1.0105,0.8633
C1_HGB_pfxf,MzPiasPulask,20,4.3968,6.9034,0.5068,1.1552,0.8628
C1_XGBoost_pfxf,MzPiasPulask,21,4.3431,6.8317,0.5171,1.0319,0.8636
C1_HGB_pfxf,MzPiasPulask,21,4.4476,7.0303,0.4886,1.1797,0.8578
C1_XGBoost_pfxf,MzPiasPulask,22,4.3471,6.816,0.519,1.0284,0.8626
C1_HGB_pfxf,MzPiasPulask,22,4.4721,6.9848,0.4949,1.1601,0.8593
C1_XGBoost_pfxf,MzPiasPulask,23,4.3777,6.841,0.5148,0.9422,0.8577
C1_HGB_pfxf,MzPiasPulask,23,4.4562,6.9554,0.4985,1.1762,0.8589
C1_XGBoost_pfxf,MzPiasPulask,24,4.3871,6.8686,0.5102,0.9857,0.8574
C1_HGB_pfxf,MzPiasPulask,24,4.4195,6.9389,0.5002,1.0663,0.8574
C2_CNN_LSTM_pfxf,MzPiasPulask,1,3.0578,4.7245,0.7715,-0.7658,0.9341
C2_CNN_LSTM_pfxf,MzPiasPulask,2,3.3591,5.217,0.7212,-0.8439,0.9186
C2_CNN_LSTM_pfxf,MzPiasPulask,3,3.6543,5.5985,0.6775,-0.774,0.9054
C2_CNN_LSTM_pfxf,MzPiasPulask,4,3.853,5.8893,0.6411,-1.0332,0.8922
C2_CNN_LSTM_pfxf,MzPiasPulask,5,3.967,6.036,0.6205,-1.0528,0.8874
C2_CNN_LSTM_pfxf,MzPiasPulask,6,4.06,6.1351,0.6053,-0.7056,0.8884
C2_CNN_LSTM_pfxf,MzPiasPulask,7,4.085,6.1753,0.6009,-1.0108,0.8851
C2_CNN_LSTM_pfxf,MzPiasPulask,8,4.0883,6.2194,0.5964,-1.0015,0.8834
C2_CNN_LSTM_pfxf,MzPiasPulask,9,4.0823,6.2302,0.5945,-1.1608,0.8821
C2_CNN_LSTM_pfxf,MzPiasPulask,10,4.0739,6.2267,0.5951,-1.0713,0.8821
C2_CNN_LSTM_pfxf,MzPiasPulask,11,4.0501,6.188,0.601,-1.0367,0.8838
C2_CNN_LSTM_pfxf,MzPiasPulask,12,4.0918,6.2758,0.5908,-0.591,0.8862
C2_CNN_LSTM_pfxf,MzPiasPulask,13,4.0857,6.26,0.594,-0.7097,0.8853
C2_CNN_LSTM_pfxf,MzPiasPulask,14,4.1475,6.3497,0.5832,-0.4396,0.8845
C2_CNN_LSTM_pfxf,MzPiasPulask,15,4.2541,6.5116,0.5619,0.1333,0.8831
C2_CNN_LSTM_pfxf,MzPiasPulask,16,4.296,6.583,0.5523,0.1407,0.8808
C2_CNN_LSTM_pfxf,MzPiasPulask,17,4.3084,6.6202,0.5473,0.0843,0.8779
C2_CNN_LSTM_pfxf,MzPiasPulask,18,4.3446,6.7476,0.5297,0.2797,0.8755
C2_CNN_LSTM_pfxf,MzPiasPulask,19,4.2251,6.5526,0.5567,-0.2592,0.8764
C2_CNN_LSTM_pfxf,MzPiasPulask,20,4.1768,6.476,0.5673,-0.4511,0.8768
C2_CNN_LSTM_pfxf,MzPiasPulask,21,4.1742,6.4922,0.5652,-0.2871,0.8774
C2_CNN_LSTM_pfxf,MzPiasPulask,22,4.1842,6.5599,0.5561,0.032,0.8791
C2_CNN_LSTM_pfxf,MzPiasPulask,23,4.1683,6.5566,0.5562,0.1858,0.8802
C2_CNN_LSTM_pfxf,MzPiasPulask,24,4.3306,6.8856,0.5099,0.7605,0.8735
C3_GNN_LSTM_pfxf,MzPiasPulask,1,3.2062,5.0477,0.7466,-0.7574,0.9128
C3_GNN_LSTM_pfxf,MzPiasPulask,2,3.5008,5.4941,0.6986,-0.5673,0.8946
C3_GNN_LSTM_pfxf,MzPiasPulask,3,3.7687,5.8384,0.6571,-0.5775,0.8762
C3_GNN_LSTM_pfxf,MzPiasPulask,4,3.9906,6.1211,0.6216,-0.3407,0.8623
C3_GNN_LSTM_pfxf,MzPiasPulask,5,4.178,6.2682,0.5994,-0.0334,0.8549
C3_GNN_LSTM_pfxf,MzPiasPulask,6,4.329,6.3752,0.5812,0.212,0.8501
C3_GNN_LSTM_pfxf,MzPiasPulask,7,4.5056,6.5712,0.5554,0.4266,0.8431
C3_GNN_LSTM_pfxf,MzPiasPulask,8,4.5899,6.6753,0.5409,0.4991,0.8405
C3_GNN_LSTM_pfxf,MzPiasPulask,9,4.6784,6.7746,0.5258,0.655,0.8388
C3_GNN_LSTM_pfxf,MzPiasPulask,10,4.5906,6.7553,0.5335,0.3051,0.8366
C3_GNN_LSTM_pfxf,MzPiasPulask,11,4.5085,6.7108,0.5415,0.0388,0.837
C3_GNN_LSTM_pfxf,MzPiasPulask,12,4.5015,6.6987,0.5442,-0.0103,0.8373
C3_GNN_LSTM_pfxf,MzPiasPulask,13,4.4519,6.6589,0.551,-0.1975,0.8365
C3_GNN_LSTM_pfxf,MzPiasPulask,14,4.407,6.6083,0.5578,-0.4291,0.8377
C3_GNN_LSTM_pfxf,MzPiasPulask,15,4.3562,6.5715,0.562,-0.5807,0.8373
C3_GNN_LSTM_pfxf,MzPiasPulask,16,4.3557,6.5161,0.5698,-0.409,0.8454
C3_GNN_LSTM_pfxf,MzPiasPulask,17,4.3452,6.4829,0.5737,-0.318,0.8473
C3_GNN_LSTM_pfxf,MzPiasPulask,18,4.3258,6.4704,0.5747,-0.3122,0.8486
C3_GNN_LSTM_pfxf,MzPiasPulask,19,4.3434,6.4432,0.5779,0.0593,0.8556
C3_GNN_LSTM_pfxf,MzPiasPulask,20,4.3161,6.4166,0.5812,-0.0881,0.8547
C3_GNN_LSTM_pfxf,MzPiasPulask,21,4.2785,6.3889,0.5851,-0.263,0.8547
C3_GNN_LSTM_pfxf,MzPiasPulask,22,4.2647,6.3262,0.5939,-0.0429,0.8624
C3_GNN_LSTM_pfxf,MzPiasPulask,23,4.3168,6.3858,0.5875,0.0841,0.8614
C3_GNN_LSTM_pfxf,MzPiasPulask,24,4.319,6.3833,0.5881,0.1358,0.8599
C3_Stacking_pfxf,MzPiasPulask,1,1.7004,2.9163,0.9123,0.4268,0.9772
C3_Stacking_pfxf,MzPiasPulask,2,2.7358,4.166,0.8209,0.8947,0.952
C3_Stacking_pfxf,MzPiasPulask,3,3.4259,4.9375,0.7473,1.2745,0.9314
C3_Stacking_pfxf,MzPiasPulask,4,3.9848,5.5781,0.6758,1.6817,0.9121
C3_Stacking_pfxf,MzPiasPulask,5,4.4355,6.1066,0.609,1.9954,0.8917
C3_Stacking_pfxf,MzPiasPulask,6,4.7485,6.4287,0.564,2.2432,0.8818
C3_Stacking_pfxf,MzPiasPulask,7,4.9804,6.7114,0.5259,2.4524,0.872
C3_Stacking_pfxf,MzPiasPulask,8,5.227,7.0096,0.4845,2.7313,0.8634
C3_Stacking_pfxf,MzPiasPulask,9,5.5012,7.2835,0.4431,3.0769,0.8547
C3_Stacking_pfxf,MzPiasPulask,10,5.6127,7.3855,0.4277,3.0852,0.8486
C3_Stacking_pfxf,MzPiasPulask,11,5.7833,7.5733,0.3998,3.1756,0.8395
C3_Stacking_pfxf,MzPiasPulask,12,5.8362,7.663,0.3876,3.217,0.8321
C3_Stacking_pfxf,MzPiasPulask,13,5.9237,7.759,0.3739,3.3643,0.83
C3_Stacking_pfxf,MzPiasPulask,14,5.9792,7.8246,0.365,3.4213,0.828
C3_Stacking_pfxf,MzPiasPulask,15,6.0085,7.8883,0.3551,3.4598,0.8268
C3_Stacking_pfxf,MzPiasPulask,16,6.0167,7.8476,0.3619,3.4704,0.8252
C3_Stacking_pfxf,MzPiasPulask,17,5.9856,7.83,0.365,3.4665,0.8239
C3_Stacking_pfxf,MzPiasPulask,18,6.0847,7.9494,0.3456,3.563,0.8196
C3_Stacking_pfxf,MzPiasPulask,19,6.0451,7.9055,0.3532,3.5631,0.8221
C3_Stacking_pfxf,MzPiasPulask,20,6.0657,7.9212,0.3507,3.7216,0.8228
C3_Stacking_pfxf,MzPiasPulask,21,5.9819,7.8695,0.3592,3.5599,0.8224
C3_Stacking_pfxf,MzPiasPulask,22,5.9388,7.8049,0.3693,3.5664,0.8261
C3_Stacking_pfxf,MzPiasPulask,23,5.8646,7.7428,0.3785,3.2873,0.8215
C3_Stacking_pfxf,MzPiasPulask,24,5.8704,7.8026,0.368,3.2351,0.8199
C1_XGBoost_pfxf,MzWarBajkowa,1,1.4963,2.5722,0.942,-0.5991,0.9846
C1_HGB_pfxf,MzWarBajkowa,1,1.5385,2.6227,0.9397,-0.5687,0.9841
C1_XGBoost_pfxf,MzWarBajkowa,2,2.2952,3.7441,0.8769,-0.8739,0.9659
C1_HGB_pfxf,MzWarBajkowa,2,2.3635,3.7958,0.8735,-0.8282,0.9652
C1_XGBoost_pfxf,MzWarBajkowa,3,2.7922,4.464,0.8249,-0.8864,0.9503
C1_HGB_pfxf,MzWarBajkowa,3,2.8747,4.558,0.8175,-0.8338,0.9482
C1_XGBoost_pfxf,MzWarBajkowa,4,3.1511,4.9858,0.7809,-0.8085,0.9362
C1_HGB_pfxf,MzWarBajkowa,4,3.2416,5.0902,0.7716,-0.7727,0.9335
C1_XGBoost_pfxf,MzWarBajkowa,5,3.4097,5.3936,0.7429,-0.7079,0.9234
C1_HGB_pfxf,MzWarBajkowa,5,3.4934,5.5099,0.7317,-0.7392,0.9193
C1_XGBoost_pfxf,MzWarBajkowa,6,3.6328,5.7296,0.7089,-0.6188,0.9115
C1_HGB_pfxf,MzWarBajkowa,6,3.6925,5.8189,0.6997,-0.6325,0.9091
C1_XGBoost_pfxf,MzWarBajkowa,7,3.8115,6.0092,0.6788,-0.5071,0.9016
C1_HGB_pfxf,MzWarBajkowa,7,3.8534,6.0516,0.6742,-0.52,0.9001
C1_XGBoost_pfxf,MzWarBajkowa,8,3.932,6.1629,0.6605,-0.3596,0.8965
C1_HGB_pfxf,MzWarBajkowa,8,3.9868,6.2183,0.6543,-0.4568,0.8932
C1_XGBoost_pfxf,MzWarBajkowa,9,4.0559,6.3263,0.6411,-0.202,0.8915
C1_HGB_pfxf,MzWarBajkowa,9,4.1291,6.3975,0.633,-0.3002,0.8874
C1_XGBoost_pfxf,MzWarBajkowa,10,4.2853,6.7289,0.5938,0.095,0.8822
C1_HGB_pfxf,MzWarBajkowa,10,4.2221,6.5444,0.6157,0.0272,0.8863
C1_XGBoost_pfxf,MzWarBajkowa,11,4.3969,6.8462,0.5797,0.248,0.8774
C1_HGB_pfxf,MzWarBajkowa,11,4.3639,6.7661,0.5895,0.1358,0.8785
C1_XGBoost_pfxf,MzWarBajkowa,12,4.4691,6.9313,0.57,0.2687,0.8723
C1_HGB_pfxf,MzWarBajkowa,12,4.4261,6.8721,0.5773,0.2258,0.8745
C1_XGBoost_pfxf,MzWarBajkowa,13,4.5015,7.0021,0.5625,0.2451,0.8687
C1_HGB_pfxf,MzWarBajkowa,13,4.4794,6.9755,0.5658,0.2588,0.871
C1_XGBoost_pfxf,MzWarBajkowa,14,4.5493,7.1091,0.5506,0.3134,0.8666
C1_HGB_pfxf,MzWarBajkowa,14,4.4818,6.9755,0.5673,0.2836,0.8696
C1_XGBoost_pfxf,MzWarBajkowa,15,4.587,7.1459,0.5481,0.3705,0.8661
C1_HGB_pfxf,MzWarBajkowa,15,4.5213,7.0596,0.559,0.2908,0.8665
C1_XGBoost_pfxf,MzWarBajkowa,16,4.6475,7.2313,0.5386,0.449,0.8631
C1_HGB_pfxf,MzWarBajkowa,16,4.5755,7.1078,0.5542,0.328,0.8656
C1_XGBoost_pfxf,MzWarBajkowa,17,4.6399,7.1853,0.5446,0.4256,0.8635
C1_HGB_pfxf,MzWarBajkowa,17,4.6384,7.156,0.5483,0.3316,0.8626
C1_XGBoost_pfxf,MzWarBajkowa,18,4.6532,7.2021,0.5418,0.4263,0.862
C1_HGB_pfxf,MzWarBajkowa,18,4.5744,7.104,0.5542,0.2654,0.8631
C1_XGBoost_pfxf,MzWarBajkowa,19,4.6932,7.2239,0.5388,0.3518,0.8562
C1_HGB_pfxf,MzWarBajkowa,19,4.5848,7.0598,0.5595,0.1666,0.8582
C1_XGBoost_pfxf,MzWarBajkowa,20,4.6833,7.2001,0.5426,0.3426,0.8571
C1_HGB_pfxf,MzWarBajkowa,20,4.6042,7.0957,0.5558,0.2138,0.858
C1_XGBoost_pfxf,MzWarBajkowa,21,4.6836,7.1954,0.5439,0.3813,0.8579
C1_HGB_pfxf,MzWarBajkowa,21,4.6543,7.1331,0.5517,0.2209,0.8551
C1_XGBoost_pfxf,MzWarBajkowa,22,4.6856,7.207,0.5423,0.3447,0.8582
C1_HGB_pfxf,MzWarBajkowa,22,4.6326,7.1391,0.5509,0.167,0.8555
C1_XGBoost_pfxf,MzWarBajkowa,23,4.6738,7.1747,0.5457,0.2599,0.8574
C1_HGB_pfxf,MzWarBajkowa,23,4.6371,7.1712,0.5462,0.0134,0.8515
C1_XGBoost_pfxf,MzWarBajkowa,24,4.6891,7.2292,0.5376,0.2417,0.854
C1_HGB_pfxf,MzWarBajkowa,24,4.6443,7.1905,0.5425,0.0292,0.85
C2_CNN_LSTM_pfxf,MzWarBajkowa,1,3.1942,4.7229,0.8045,-1.5197,0.9421
C2_CNN_LSTM_pfxf,MzWarBajkowa,2,3.3254,4.9576,0.7844,-0.9982,0.9384
C2_CNN_LSTM_pfxf,MzWarBajkowa,3,3.5336,5.3228,0.7512,-0.967,0.9282
C2_CNN_LSTM_pfxf,MzWarBajkowa,4,3.8175,5.818,0.7017,-0.7454,0.9164
C2_CNN_LSTM_pfxf,MzWarBajkowa,5,3.9811,6.103,0.6709,-0.8212,0.9055
C2_CNN_LSTM_pfxf,MzWarBajkowa,6,4.1225,6.3331,0.6443,-0.4107,0.8993
C2_CNN_LSTM_pfxf,MzWarBajkowa,7,4.3038,6.6758,0.6035,-0.1367,0.8929
C2_CNN_LSTM_pfxf,MzWarBajkowa,8,4.3673,6.7619,0.5911,-0.1064,0.889
C2_CNN_LSTM_pfxf,MzWarBajkowa,9,4.5264,7.0201,0.5578,0.5182,0.8849
C2_CNN_LSTM_pfxf,MzWarBajkowa,10,4.5869,7.1242,0.5443,0.5292,0.8823
C2_CNN_LSTM_pfxf,MzWarBajkowa,11,4.5409,7.0065,0.5594,0.3251,0.8808
C2_CNN_LSTM_pfxf,MzWarBajkowa,12,4.5568,7.0417,0.5556,0.3031,0.8811
C2_CNN_LSTM_pfxf,MzWarBajkowa,13,4.5409,6.9452,0.5689,0.3311,0.8812
C2_CNN_LSTM_pfxf,MzWarBajkowa,14,4.516,6.9232,0.5731,0.1891,0.881
C2_CNN_LSTM_pfxf,MzWarBajkowa,15,4.5108,6.9624,0.5703,0.066,0.8806
C2_CNN_LSTM_pfxf,MzWarBajkowa,16,4.5317,7.0344,0.5626,0.1382,0.8808
C2_CNN_LSTM_pfxf,MzWarBajkowa,17,4.4689,6.9569,0.5723,-0.2552,0.8798
C2_CNN_LSTM_pfxf,MzWarBajkowa,18,4.4686,6.9329,0.5745,-0.3001,0.8792
C2_CNN_LSTM_pfxf,MzWarBajkowa,19,4.4676,6.9719,0.5695,-0.6323,0.8765
C2_CNN_LSTM_pfxf,MzWarBajkowa,20,4.5048,7.108,0.5534,-0.8182,0.8742
C2_CNN_LSTM_pfxf,MzWarBajkowa,21,4.4783,7.0562,0.5607,-0.7004,0.8765
C2_CNN_LSTM_pfxf,MzWarBajkowa,22,4.5448,7.352,0.5238,-0.2665,0.8743
C2_CNN_LSTM_pfxf,MzWarBajkowa,23,4.5847,7.4755,0.5077,-0.2091,0.8713
C2_CNN_LSTM_pfxf,MzWarBajkowa,24,4.7417,7.8934,0.4503,0.2779,0.8636
C3_GNN_LSTM_pfxf,MzWarBajkowa,1,3.426,5.4249,0.7477,-1.0528,0.9116
C3_GNN_LSTM_pfxf,MzWarBajkowa,2,3.731,5.8226,0.7074,-0.8804,0.8962
C3_GNN_LSTM_pfxf,MzWarBajkowa,3,4.0227,6.2034,0.6643,-0.9081,0.8776
C3_GNN_LSTM_pfxf,MzWarBajkowa,4,4.2625,6.4777,0.6317,-0.6722,0.8651
C3_GNN_LSTM_pfxf,MzWarBajkowa,5,4.4717,6.648,0.6091,-0.3653,0.8569
C3_GNN_LSTM_pfxf,MzWarBajkowa,6,4.6346,6.8195,0.588,-0.1196,0.8502
C3_GNN_LSTM_pfxf,MzWarBajkowa,7,4.7749,6.9831,0.5651,0.1214,0.8445
C3_GNN_LSTM_pfxf,MzWarBajkowa,8,4.8158,7.0476,0.5546,0.2114,0.844
C3_GNN_LSTM_pfxf,MzWarBajkowa,9,4.8793,7.1365,0.5414,0.3768,0.8428
C3_GNN_LSTM_pfxf,MzWarBajkowa,10,4.7998,7.1389,0.5444,0.0174,0.8393
C3_GNN_LSTM_pfxf,MzWarBajkowa,11,4.7555,7.1685,0.5429,-0.2564,0.8362
C3_GNN_LSTM_pfxf,MzWarBajkowa,12,4.7679,7.2097,0.541,-0.3025,0.8343
C3_GNN_LSTM_pfxf,MzWarBajkowa,13,4.7582,7.235,0.5421,-0.5076,0.8311
C3_GNN_LSTM_pfxf,MzWarBajkowa,14,4.7126,7.1777,0.5513,-0.7651,0.8335
C3_GNN_LSTM_pfxf,MzWarBajkowa,15,4.6884,7.1746,0.5521,-0.9023,0.8319
C3_GNN_LSTM_pfxf,MzWarBajkowa,16,4.7197,7.1523,0.5549,-0.7196,0.8377
C3_GNN_LSTM_pfxf,MzWarBajkowa,17,4.701,7.1034,0.5606,-0.6199,0.8402
C3_GNN_LSTM_pfxf,MzWarBajkowa,18,4.6685,7.0664,0.5651,-0.631,0.8426
